Fa,Fs,beta,dim,isDynamic,isFock,mass2,massratio,order,partition,rs,spin,Σw,Σw.err,μ,μ.err
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,102,1.0,2,0.0,8.148023487204334e-11,0.10775623185450857,3.721137534991206e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,110,1.0,2,0.0,8.148023487204334e-11,0.1369038869002093,4.12196902218089e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,200,1.0,2,0.017504673673833234,6.015139704027081e-6,0.08934638875538012,6.382477087157307e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,112,1.0,2,0.0,8.148023487204334e-11,0.03992841118541884,1.2315009086988594e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,202,1.0,2,0.028030765312744774,9.153405800708327e-6,0.0637903115219797,3.917184520722514e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,210,1.0,2,0.003581049421842726,8.649812974993736e-6,0.022361761076044012,4.7574417839145013e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,101,1.0,2,0.0,8.148023487204334e-11,0.18641994912633889,6.354858573001063e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,300,1.0,2,-0.005783019549695437,5.794156108839723e-6,0.00796717113218844,3.1467458737499005e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,120,1.0,2,0.0,8.148023487204334e-11,0.004521826160597431,3.924069944004436e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,201,1.0,2,0.02433777685216361,8.005113463056952e-6,0.07932724551208761,4.68544068528295e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,310,1.0,2,-0.002716460386932076,2.2580272582529418e-5,0.0017795066051682043,9.001015306705962e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,111,1.0,2,0.0,8.148023487204334e-11,0.06699644711964681,2.0303801980008988e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,103,1.0,2,0.0,8.148023487204334e-11,0.06969793145499746,2.4659381797362164e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,130,1.0,2,0.0,8.148023487204334e-11,-0.0007655035528299857,0.0001015492639608405
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,211,1.0,2,0.004543391867395788,1.2587410397714049e-5,0.011665298062054538,4.5443031498850584e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,220,1.0,2,-0.0010249911292137934,2.321498612113898e-5,-0.001751459800693119,0.00013975046896937905
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,301,1.0,2,-0.014199692177598002,1.1575679084752654e-5,0.007822592196444605,4.098819851250095e-5
-0.0,-0.0,40.0,3,false,false,3.5,1.0,4,100,1.0,2,0.0,8.148023487204334e-11,0.370672099014772,0.00012331935903763671
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,121,1.0,2,0.0,8.148023487204334e-11,0.0009617546857763905,1.876773813642549e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,400,1.0,2,0.0015831016211293118,9.78979109187289e-6,0.0014428634721528801,4.354180875247749e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,102,1.0,2,0.0,8.148023487204334e-11,0.10854656678994459,3.7114706878799314e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,110,1.0,2,0.0,8.148023487204334e-11,0.12819160753616804,3.8509181386158724e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,200,1.0,2,0.014524635666478984,4.988072828449363e-6,0.07929715874842179,5.668112356702583e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,112,1.0,2,0.0,8.148023487204334e-11,0.03959460040035091,1.2081022951130635e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,202,1.0,2,0.023707851636737505,7.743563959483426e-6,0.06026508561835086,3.606527097348573e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,210,1.0,2,0.003006491689864163,7.200514429980074e-6,0.02081717143576329,4.14845564083094e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,101,1.0,2,0.0,8.148023487204334e-11,0.18232432227638837,6.109467134164827e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,300,1.0,2,-0.004176856372614,4.534690935210146e-6,0.006907211571142422,2.6055696573811748e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,120,1.0,2,0.0,8.148023487204334e-11,0.0044490600379452514,3.654574287835246e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,201,1.0,2,0.020446775957826263,6.719888207051758e-6,0.07304662174491426,4.2289164161672274e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,310,1.0,2,-0.0018958088188822692,1.742759037657612e-5,0.0016522083439335887,7.254654921351715e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,111,1.0,2,0.0,8.148023487204334e-11,0.06528385249139464,1.9597642511615762e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,103,1.0,2,0.0,8.148023487204334e-11,0.07138155329314642,2.525832006266964e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,130,1.0,2,0.0,8.148023487204334e-11,-0.0006508037924801706,9.441437638974231e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,211,1.0,2,0.003889351797242127,1.0664674952617878e-5,0.01223157325031112,4.077512324723946e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,220,1.0,2,-0.0008016480878741401,1.9255107271639398e-5,-0.001582151436926967,0.00012229841852067638
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,301,1.0,2,-0.010165369430538815,9.072860812833983e-6,0.007682884817475277,3.452382799773821e-5
-0.0,-0.0,40.0,3,false,false,4.0,1.0,4,100,1.0,2,0.0,8.148023487204334e-11,0.3460807423373403,0.00011545751945222207
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,121,2.0,2,0.0,3.2592093948817336e-10,0.0017273348167132598,0.0002045070955885195
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,400,2.0,2,59.41697171133674,0.041040261034835115,1.1263006526103025,0.00960683544860301
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,102,2.0,2,0.0,3.2592093948817336e-10,0.03145814808592737,1.3095118048711869e-5
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,110,2.0,2,0.0,3.2592093948817336e-10,0.6035921327522307,0.00021342779984617934
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,200,2.0,2,1.0723074897405107,0.00034662357386505184,0.36637548817169613,0.0002882120465250509
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,112,2.0,2,0.0,3.2592093948817336e-10,0.08234534182848557,3.18751861803945e-5
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,202,2.0,2,1.2415947651320243,0.0004021092131143035,0.09464263181184167,0.00010355646388648251
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,210,2.0,2,0.6800426764753146,0.002130041213469516,-0.11503564435680652,0.001133396661296962
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,101,2.0,2,0.0,3.2592093948817336e-10,0.08159660950317875,3.250011217503745e-5
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,300,2.0,2,-7.426134893481227,0.003073952812289555,-0.1461041585326093,0.0008974648472802105
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,120,2.0,2,0.0,3.2592093948817336e-10,0.045583738933732874,0.0007356794535564998
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,201,2.0,2,1.2141097102877967,0.0003849106118329094,0.16589867864992414,0.00014087085363576716
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,310,2.0,2,-12.238275588804331,0.03748093651134766,1.414974514170047,0.01226153049738616
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,111,2.0,2,0.0,3.2592093948817336e-10,0.16119075083696402,5.851500102093289e-5
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,103,2.0,2,0.0,3.2592093948817336e-10,0.017056042573750107,7.47195078488886e-6
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,130,2.0,2,0.0,3.2592093948817336e-10,-0.15089625400119794,0.00748237112393851
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,211,2.0,2,0.7148936677837479,0.0025630407345279826,-0.44250435860841403,0.0008081625853310146
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,220,2.0,2,-3.728435717224863,0.024729195892266038,-0.6571524040270229,0.013451394269472705
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,301,2.0,2,-15.905795868050546,0.006262621735427243,-0.3424598917867044,0.0011330512380537685
-0.0,-0.0,40.0,3,false,false,0.1,1.0,4,100,2.0,2,0.0,3.2592093948817336e-10,0.388595080003474,0.00015449631902489128
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,121,2.0,2,0.0,3.2592093948817336e-10,0.0029384328674901404,0.00018769278555955398
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,400,2.0,2,3.0030405890276386,0.004271130820473803,0.10344543552132933,0.001995011350024742
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,102,2.0,2,0.0,3.2592093948817336e-10,0.0427362252747766,1.6328412267249822e-5
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,110,2.0,2,0.0,3.2592093948817336e-10,0.4576986467038476,0.00014999917845774763
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,200,2.0,2,0.36269199229296595,0.00011785658459561336,0.2263780716518153,0.00015974554241063793
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,112,2.0,2,0.0,3.2592093948817336e-10,0.08246213826979622,2.884184661354956e-5
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,202,2.0,2,0.4780492866886191,0.0001510557007312235,0.08799528004945395,7.126153359883785e-5
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,210,2.0,2,0.252900465000378,0.0007214438588983367,0.09537329047404092,0.0005652320244112956
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,101,2.0,2,0.0,3.2592093948817336e-10,0.09537233585430568,3.5528452292394925e-5
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,300,2.0,2,-0.9635820382751363,0.0005108620899863637,0.0113286022945099,0.0003020821531704019
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,120,2.0,2,0.0,3.2592093948817336e-10,0.04295371141045861,0.0005379936965200652
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,201,2.0,2,0.44770420352518614,0.00013976346732599037,0.13708829590324825,9.303734930714608e-5
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,310,2.0,2,-1.7099877146103226,0.007480695541182523,0.10505641084480823,0.004056592830297076
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,111,2.0,2,0.0,3.2592093948817336e-10,0.15537518000994713,5.181831156012608e-5
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,103,2.0,2,0.0,3.2592093948817336e-10,0.02440510430339836,9.750294451308562e-6
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,130,2.0,2,0.0,3.2592093948817336e-10,-0.07147456159874578,0.0054932007205057915
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,211,2.0,2,0.2824348482828415,0.00093187403843768,-0.07984130591955847,0.0004402208144107791
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,220,2.0,2,-0.6944455583893342,0.00821495341488814,-0.21902179978498348,0.006872000311940599
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,301,2.0,2,-2.235121995270969,0.0010418682258591296,-0.05386179424082836,0.00036760649289633586
-0.0,-0.0,40.0,3,false,false,0.25,1.0,4,100,2.0,2,0.0,3.2592093948817336e-10,0.3068531305277298,0.00011324450059632287
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,121,2.0,2,0.0,3.2592093948817336e-10,0.0049166950182904555,0.00017135426080227886
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,400,2.0,2,0.2752673436574336,0.0008338446553495762,0.0199419660059936,0.0006216575531791149
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,102,2.0,2,0.0,3.2592093948817336e-10,0.05035094660776718,1.815692891289052e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,110,2.0,2,0.0,3.2592093948817336e-10,0.3526786032849206,0.0001098303538848001
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,200,2.0,2,0.1496155684373397,4.959751504987906e-5,0.14150506243858912,9.792531009052842e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,112,2.0,2,0.0,3.2592093948817336e-10,0.08171301454478902,2.6403871978290122e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,202,2.0,2,0.21969208226752365,6.982376165352988e-5,0.07702723136949136,5.2380075180894574e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,210,2.0,2,0.1141726290542816,0.0002974492756303787,0.11027906740517969,0.00031730781451838483
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,101,2.0,2,0.0,3.2592093948817336e-10,0.09810712027492507,3.4460997470157326e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,300,2.0,2,-0.18385941251438154,0.00013550836128040534,0.022874091567873598,0.00012879924024131835
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,120,2.0,2,0.0,3.2592093948817336e-10,0.03982031430661469,0.0004113284567366334
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,201,2.0,2,0.19751827533105815,6.27074671789534e-5,0.10655364013394944,6.560752884461187e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,310,2.0,2,-0.3497864571236122,0.0021173234656793995,0.022749963801705752,0.0016448280553450945
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,111,2.0,2,0.0,3.2592093948817336e-10,0.14606969713314824,4.5712738530451325e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,103,2.0,2,0.0,3.2592093948817336e-10,0.03053502543957298,1.1365930354024287e-5
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,130,2.0,2,0.0,3.2592093948817336e-10,-0.03604800090193322,0.004225194851363343
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,211,2.0,2,0.13721957856323763,0.00041354494747204837,0.02032196292924993,0.000274733063546773
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,220,2.0,2,-0.1919940796718865,0.003291261116050248,-0.08461554386804557,0.003847390832698792
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,301,2.0,2,-0.45016937439577964,0.00027550920111130654,0.006310735628769227,0.0001610499278403537
-0.0,-0.0,40.0,3,false,false,0.5,1.0,4,100,2.0,2,0.0,3.2592093948817336e-10,0.23912594754681654,8.379188172281509e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,121,2.0,2,0.0,3.2592093948817336e-10,0.0075973872261460304,0.00015100544948995777
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,400,2.0,2,0.025501151246899507,0.00015653683620159793,0.005831627803783652,0.0001774610848847565
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,102,2.0,2,0.0,3.2592093948817336e-10,0.054243524170705326,1.8605332702239743e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,110,2.0,2,0.0,3.2592093948817336e-10,0.2563630687573141,7.703778919667387e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,200,2.0,2,0.05808327722181328,2.0228454603315594e-5,0.07927507617167333,5.918768640905249e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,112,2.0,2,0.0,3.2592093948817336e-10,0.07918907722679178,2.429203963554895e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,202,2.0,2,0.09486486236363757,3.120422300311641e-5,0.06016674899227028,3.630109289024752e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,210,2.0,2,0.04824222093001133,0.00011508585055985303,0.08319025461811816,0.00016642964312998273
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,101,2.0,2,0.0,3.2592093948817336e-10,0.09120041596596182,3.065026297397672e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,300,2.0,2,-0.03340154501153008,3.637468738283577e-5,0.013946247599376937,5.209799863886611e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,120,2.0,2,0.0,3.2592093948817336e-10,0.03593938145581734,0.0002923158641044339
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,201,2.0,2,0.08179432033739642,2.7386412954933176e-5,0.07295216923148148,4.2844836607230214e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,310,2.0,2,-0.061656145011900566,0.0005553192969471046,0.01337147505059701,0.0005838041759196539
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,111,2.0,2,0.0,3.2592093948817336e-10,0.13059546414936585,3.919044631833368e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,103,2.0,2,0.0,3.2592093948817336e-10,0.03565781123731906,1.2576635463091904e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,130,2.0,2,0.0,3.2592093948817336e-10,-0.025266569394867745,0.0030470875775642768
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,211,2.0,2,0.0621284612608586,0.0001699638284796073,0.049269441801831376,0.00016352709845663437
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,220,2.0,2,-0.04840906416550023,0.0012305396467405714,-0.025683997317415434,0.001972652413560614
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,301,2.0,2,-0.08125984832059541,7.243488052368957e-5,0.015420373834307772,6.913251694797599e-5
-0.0,-0.0,40.0,3,false,false,1.0,1.0,4,100,2.0,2,0.0,3.2592093948817336e-10,0.17310497379712275,5.785759999153165e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,121,2.0,2,0.0,3.2592093948817336e-10,0.008519114389329289,0.00013904327173523473
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,400,2.0,2,0.012527233029358872,0.0001297773194681775,0.004009404340948897,0.00016027548072721537
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,102,2.0,2,0.0,3.2592093948817336e-10,0.0541217805519609,1.3453758810568894e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,110,2.0,2,0.0,3.2592093948817336e-10,0.2277109249289775,5.098862825138038e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,200,2.0,2,0.042251614252711726,1.2060728490776175e-5,0.06404748851072611,4.169867376274538e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,112,2.0,2,0.0,3.2592093948817336e-10,0.0775994972790985,1.793849126383876e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,202,2.0,2,0.07129369457330895,1.9440059242605423e-5,0.05386415276904942,2.6631100497926868e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,210,2.0,2,0.03611460059971749,8.440795333637178e-5,0.07212995775346569,0.00013226439326035784
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,101,2.0,2,0.0,3.2592093948817336e-10,0.08670329517686629,2.1029694734539335e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,300,2.0,2,-0.019496289202527196,2.5603095920572428e-5,0.01055666662198924,4.4679245102456116e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,120,2.0,2,0.0,3.2592093948817336e-10,0.033415291395911616,0.0002566251462784893
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,201,2.0,2,0.060681450736516984,1.6648890027049128e-5,0.06257018458591951,3.064794468798205e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,310,2.0,2,-0.03399040509718451,0.000478940230160278,0.01205297718324852,0.0005161903060868425
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,111,2.0,2,0.0,3.2592093948817336e-10,0.12384151020505028,2.7947696411517695e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,103,2.0,2,0.0,3.2592093948817336e-10,0.03671334465326574,8.591527344297229e-6
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,130,2.0,2,0.0,3.2592093948817336e-10,-0.024329768289948116,0.002650905092988184
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,211,2.0,2,0.04746433589793564,0.000128662725303346,0.049598791757571314,0.00013336846297779586
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,220,2.0,2,-0.03035746769445661,0.0011904802737556113,-0.01537142152816377,0.0018323138421283034
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,301,2.0,2,-0.046203015672918506,4.995962069093544e-5,0.013868201876091744,6.0091998844682486e-5
-0.0,-0.0,40.0,3,false,false,1.25,1.0,4,100,2.0,2,0.0,3.2592093948817336e-10,0.15299990719122433,3.719312298896052e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,121,2.0,2,0.0,3.2592093948817336e-10,0.009339150521671863,0.00013212819960400966
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,400,2.0,2,0.007196941645138558,8.228275285048566e-5,0.002988852133696002,0.00011100037207023567
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,102,2.0,2,0.0,3.2592093948817336e-10,0.053562963882412065,1.3138939948688008e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,110,2.0,2,0.0,3.2592093948817336e-10,0.20567332555183981,4.5494676417725144e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,200,2.0,2,0.03245512597932598,9.580047442648265e-6,0.05340838081822672,3.4858738624494694e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,112,2.0,2,0.0,3.2592093948817336e-10,0.07595927206307275,1.7175252281810054e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,202,2.0,2,0.05615431797629888,1.5626855620798532e-5,0.04859918449616726,2.4253564932371834e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,210,2.0,2,0.02833418392575926,6.49418603987925e-5,0.06339271409909457,0.00010565267550537807
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,101,2.0,2,0.0,3.2592093948817336e-10,0.08246539172585121,2.0055995571565316e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,300,2.0,2,-0.012746398639075906,1.8087806613189014e-5,0.008208347227359044,3.416222224209875e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,120,2.0,2,0.0,3.2592093948817336e-10,0.03213582101327501,0.00023356546284484104
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,201,2.0,2,0.04733782893549781,1.3290563006624485e-5,0.05456102561789571,2.739061256999308e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,310,2.0,2,-0.02039485884490342,0.00032734978176441573,0.010651154351243312,0.00037737984434207294
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,111,2.0,2,0.0,3.2592093948817336e-10,0.11784577729326437,2.632278980039056e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,103,2.0,2,0.0,3.2592093948817336e-10,0.03724790357347302,8.611383994099907e-6
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,130,2.0,2,0.0,3.2592093948817336e-10,-0.018323043219308353,0.002417239193155152
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,211,2.0,2,0.03785655473567626,0.00010000370064990468,0.0483227562017887,0.00011401344564619363
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,220,2.0,2,-0.023355831108802523,0.0009017506512565351,-0.011028826981794283,0.0014755152145950116
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,301,2.0,2,-0.02920159223947924,3.522539324925602e-5,0.012064559407095972,4.7520813950234564e-5
-0.0,-0.0,40.0,3,false,false,1.5,1.0,4,100,2.0,2,0.0,3.2592093948817336e-10,0.13752889823062642,3.354174619662939e-5
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,121,2.0,2,0.0,3.2592093948817336e-10,0.009538326779820585,0.00012976999819290568
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,400,2.0,2,0.0056473803865560316,6.681443367009558e-5,0.002672187583409648,9.485533406385302e-5
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,102,2.0,2,0.0,3.2592093948817336e-10,0.053126954221065614,1.3057730198054564e-5
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,110,2.0,2,0.0,3.2592093948817336e-10,0.19639650765693786,4.401419471983978e-5
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,200,2.0,2,0.028876880229144378,8.592711987069415e-6,0.04917273853125154,3.206336345178862e-5
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,112,2.0,2,0.0,3.2592093948817336e-10,0.07513213862059526,1.700455151241708e-5
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,202,2.0,2,0.0505294991708346,1.4098955777692626e-5,0.04630811771408011,2.2847452038810365e-5
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,210,2.0,2,0.025423890178869816,5.7306569064836435e-5,0.05952302194267587,9.683913945996961e-5
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,101,2.0,2,0.0,3.2592093948817336e-10,0.0804786053844496,1.9200173693212122e-5
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,300,2.0,2,-0.010675962191671615,1.576260018748873e-5,0.007315523263438152,3.0295165413567426e-5
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,120,2.0,2,0.0,3.2592093948817336e-10,0.031256426974059004,0.00022151150696603691
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,201,2.0,2,0.04241837943572833,1.197806609850834e-5,0.051241100556393325,2.5529714498064503e-5
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,310,2.0,2,-0.017124934895977325,0.00027659862404235964,0.00967033276614006,0.0003268224064977558
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,111,2.0,2,0.0,3.2592093948817336e-10,0.11508445921314274,2.5718226890872017e-5
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,103,2.0,2,0.0,3.2592093948817336e-10,0.037390515796902155,8.603225609273448e-6
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,130,2.0,2,0.0,3.2592093948817336e-10,-0.020763890334421914,0.0022800964147175894
-0.0,-0.0,40.0,3,false,false,1.625,1.0,4,211,2.0,2,0.034433445112202116,8.889702295585278e-5,0.04742059898686633,0.00010616121766770912
